invoice_id,invoice_date,customer_id,first_name,last_name,billing_country,billing_city,track_id,track_name,genre_name,unit_price,quantity,revenue
4,2017-01-06,18,Michelle                                          ,Brooks                                            ,USA,New York,1778,You're What's Happening (In The World Today),R&B/Soul,0.99,1.0,0.99
4,2017-01-06,18,Michelle                                          ,Brooks                                            ,USA,New York,2514,Spoonman,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1986,Intro,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1987,School,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1988,Drain You,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1989,Aneurysm,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1990,Smells Like Teen Spirit,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1991,Been A Son,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1992,Lithium,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1993,Sliver,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1994,Spank Thru,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1995,Scentless Apprentice,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1996,Heart-Shaped Box,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1997,Milk It,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1998,Negative Creep,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,1999,Polly,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,2000,Breed,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,2001,Tourette's,Rock,0.99,1.0,0.99
5,2017-01-07,27,Patrick                                           ,Gray                                              ,USA,Tucson,2002,Blew,Rock,0.99,1.0,0.99
6,2017-01-10,31,Martha                                            ,Silk                                              ,Canada,Halifax,1045,Fly Me To The Moon,Easy Listening,0.99,1.0,0.99
6,2017-01-10,31,Martha                                            ,Silk                                              ,Canada,Halifax,30,Amazing,Rock,0.99,1.0,0.99
7,2017-01-12,49,Stanisław                                         ,Wójcik                                            ,Poland,Warsaw,3477,Amy Amy Amy (Outro),Pop,0.99,1.0,0.99
7,2017-01-12,49,Stanisław                                         ,Wójcik                                            ,Poland,Warsaw,3439,"Das Lied Von Der Erde, Von Der Jugend",Classical,0.99,1.0,0.99
7,2017-01-12,49,Stanisław                                         ,Wójcik                                            ,Poland,Warsaw,1102,Doce De Carnaval (Candy All),Jazz,0.99,1.0,0.99
7,2017-01-12,49,Stanisław                                         ,Wójcik                                            ,Poland,Warsaw,711,Molina,Rock,0.99,1.0,0.99
7,2017-01-12,49,Stanisław                                         ,Wójcik                                            ,Poland,Warsaw,1988,Drain You,Rock,0.99,1.0,0.99
7,2017-01-12,49,Stanisław                                         ,Wójcik                                            ,Poland,Warsaw,3024,Two Hearts Beat As One,Rock,0.99,1.0,0.99
7,2017-01-12,49,Stanisław                                         ,Wójcik                                            ,Poland,Warsaw,834,When Love & Hate Collide,Rock,0.99,1.0,0.99
7,2017-01-12,49,Stanisław                                         ,Wójcik                                            ,Poland,Warsaw,2596,Tommy Gun,Alternative & Punk,0.99,1.0,0.99
7,2017-01-12,49,Stanisław                                         ,Wójcik                                            ,Poland,Warsaw,1343,To Tame A Land,Metal,0.99,1.0,0.99
7,2017-01-12,49,Stanisław                                         ,Wójcik                                            ,Poland,Warsaw,2644,Light My Fire,Rock,0.99,1.0,0.99
7,2017-01-12,49,Stanisław                                         ,Wójcik                                            ,Poland,Warsaw,42,Right Through You,Rock,0.99,1.0,0.99
8,2017-01-13,59,Puja                                              ,Srivastava                                        ,India,Bangalore,2231,Time,Rock,0.99,1.0,0.99
8,2017-01-13,59,Puja                                              ,Srivastava                                        ,India,Bangalore,2509,Hands All Over,Rock,0.99,1.0,0.99
8,2017-01-13,59,Puja                                              ,Srivastava                                        ,India,Bangalore,81,Sad But True,Metal,0.99,1.0,0.99
8,2017-01-13,59,Puja                                              ,Srivastava                                        ,India,Bangalore,1758,Cérebro Eletrônico,Latin,0.99,1.0,0.99
8,2017-01-13,59,Puja                                              ,Srivastava                                        ,India,Bangalore,1455,Just Another Story,Electronica/Dance,0.99,1.0,0.99
8,2017-01-13,59,Puja                                              ,Srivastava                                        ,India,Bangalore,2946,When I Look At The World,Rock,0.99,1.0,0.99
8,2017-01-13,59,Puja                                              ,Srivastava                                        ,India,Bangalore,574,Smooth,Rock,0.99,1.0,0.99
8,2017-01-13,59,Puja                                              ,Srivastava                                        ,India,Bangalore,1752,Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold,Rock,0.99,1.0,0.99
8,2017-01-13,59,Puja                                              ,Srivastava                                        ,India,Bangalore,2263,Somebody To Love,Rock,0.99,1.0,0.99
8,2017-01-13,59,Puja                                              ,Srivastava                                        ,India,Bangalore,1560,Victim Of Change (Live),Metal,0.99,1.0,0.99
9,2017-01-18,18,Michelle                                          ,Brooks                                            ,USA,New York,206,Prenda Minha,Latin,0.99,1.0,0.99
9,2017-01-18,18,Michelle                                          ,Brooks                                            ,USA,New York,3456,You Know I'm No Good,R&B/Soul,0.99,1.0,0.99
9,2017-01-18,18,Michelle                                          ,Brooks                                            ,USA,New York,1041,For Once In My Life,Easy Listening,0.99,1.0,0.99
9,2017-01-18,18,Michelle                                          ,Brooks                                            ,USA,New York,1279,Murders In The Rue Morgue,Heavy Metal,0.99,1.0,0.99
9,2017-01-18,18,Michelle                                          ,Brooks                                            ,USA,New York,2098,No More Tears,Rock,0.99,1.0,0.99
9,2017-01-18,18,Michelle                                          ,Brooks                                            ,USA,New York,3399,Nothing Left to Say But Goodbye,Alternative,0.99,1.0,0.99
9,2017-01-18,18,Michelle                                          ,Brooks                                            ,USA,New York,1983,Too Fast For Love,Metal,0.99,1.0,0.99
9,2017-01-18,18,Michelle                                          ,Brooks                                            ,USA,New York,993,Hell,Rock,0.99,1.0,0.99
9,2017-01-18,18,Michelle                                          ,Brooks                                            ,USA,New York,196,Stone Crazy,Blues,0.99,1.0,0.99
10,2017-01-18,31,Martha                                            ,Silk                                              ,Canada,Halifax,2663,Message in a Bottle (new classic rock mix),Rock,0.99,1.0,0.99
10,2017-01-18,31,Martha                                            ,Silk                                              ,Canada,Halifax,3290,The Zoo,Rock,0.99,1.0,0.99
11,2017-01-20,38,Niklas                                            ,Schröder                                          ,Germany,Berlin,2597,English Civil War,Alternative & Punk,0.99,1.0,0.99
11,2017-01-20,38,Niklas                                            ,Schröder                                          ,Germany,Berlin,2203,Release,Rock,0.99,1.0,0.99
11,2017-01-20,38,Niklas                                            ,Schröder                                          ,Germany,Berlin,2420,Jingo,Rock,0.99,1.0,0.99
11,2017-01-20,38,Niklas                                            ,Schröder                                          ,Germany,Berlin,2643,Alabama Song,Rock,0.99,1.0,0.99
11,2017-01-20,38,Niklas                                            ,Schröder                                          ,Germany,Berlin,3072,Why Can't This Be Love,Rock,0.99,1.0,0.99
11,2017-01-20,38,Niklas                                            ,Schröder                                          ,Germany,Berlin,1138,St. Jimmy,Alternative & Punk,0.99,1.0,0.99
11,2017-01-20,38,Niklas                                            ,Schröder                                          ,Germany,Berlin,2391,Around The World,Rock,0.99,1.0,0.99
11,2017-01-20,38,Niklas                                            ,Schröder                                          ,Germany,Berlin,2257,Fat Bottomed Girls,Rock,0.99,1.0,0.99
11,2017-01-20,38,Niklas                                            ,Schröder                                          ,Germany,Berlin,610,My Funny Valentine (Live),Jazz,0.99,1.0,0.99
11,2017-01-20,38,Niklas                                            ,Schröder                                          ,Germany,Berlin,1419,I Got You (I Feel Good),R&B/Soul,0.99,1.0,0.99
11,2017-01-20,38,Niklas                                            ,Schröder                                          ,Germany,Berlin,3452,"SCRIABIN: Prelude in B Major, Op. 11, No. 11",Classical,0.99,1.0,0.99
12,2017-01-21,42,Wyatt                                             ,Girard                                            ,France,Bordeaux,1463,Journey To Arnhemland,Electronica/Dance,0.99,1.0,0.99
12,2017-01-21,42,Wyatt                                             ,Girard                                            ,France,Bordeaux,690,I Heard It Through The Grapevine,Rock,0.99,1.0,0.99
12,2017-01-21,42,Wyatt                                             ,Girard                                            ,France,Bordeaux,2663,Message in a Bottle (new classic rock mix),Rock,0.99,1.0,0.99
12,2017-01-21,42,Wyatt                                             ,Girard                                            ,France,Bordeaux,92,I am the Highway,Rock,0.99,1.0,0.99
13,2017-01-22,35,Madalena                                          ,Sampaio                                           ,Portugal,Porto,2553,Where The River Goes,Rock,0.99,1.0,0.99
14,2017-01-23,25,Victor                                            ,Stevens                                           ,USA,Madison,541,Banho De Lua,Alternative & Punk,0.99,1.0,0.99
15,2017-01-25,44,Terhi                                             ,Hämäläinen                                        ,Finland,Helsinki,3050,Superstition,Reggae,0.99,1.0,0.99
15,2017-01-25,44,Terhi                                             ,Hämäläinen                                        ,Finland,Helsinki,1489,Are You Experienced?,Rock,0.99,1.0,0.99
15,2017-01-25,44,Terhi                                             ,Hämäläinen                                        ,Finland,Helsinki,807,Stormbringer,Rock,0.99,1.0,0.99
15,2017-01-25,44,Terhi                                             ,Hämäläinen                                        ,Finland,Helsinki,3336,War Pigs,Alternative,0.99,1.0,0.99
16,2017-01-26,1,Luís                                              ,Gonçalves                                         ,Brazil,São José dos Campos,2160,Nothingman,Rock,0.99,1.0,0.99
16,2017-01-26,1,Luís                                              ,Gonçalves                                         ,Brazil,São José dos Campos,875,Acelerou,Latin,0.99,1.0,0.99
16,2017-01-26,1,Luís                                              ,Gonçalves                                         ,Brazil,São José dos Campos,83,Wherever I May Roam,Metal,0.99,1.0,0.99
16,2017-01-26,1,Luís                                              ,Gonçalves                                         ,Brazil,São José dos Campos,16,Dog Eat Dog,Rock,0.99,1.0,0.99
16,2017-01-26,1,Luís                                              ,Gonçalves                                         ,Brazil,São José dos Campos,1756,Magamalabares,Latin,0.99,1.0,0.99
16,2017-01-26,1,Luís                                              ,Gonçalves                                         ,Brazil,São José dos Campos,3460,Love Is a Losing Game,R&B/Soul,0.99,1.0,0.99
16,2017-01-26,1,Luís                                              ,Gonçalves                                         ,Brazil,São José dos Campos,93,Exploder,Rock,0.99,1.0,0.99
16,2017-01-26,1,Luís                                              ,Gonçalves                                         ,Brazil,São José dos Campos,24,Love In An Elevator,Rock,0.99,1.0,0.99
16,2017-01-26,1,Luís                                              ,Gonçalves                                         ,Brazil,São José dos Campos,21,Hell Ain't A Bad Place To Be,Rock,0.99,1.0,0.99
17,2017-01-28,20,Dan                                               ,Miller                                            ,USA,Mountain View,2400,I Like Dirt,Rock,0.99,1.0,0.99
17,2017-01-28,20,Dan                                               ,Miller                                            ,USA,Mountain View,1610,Black Dog,Rock,0.99,1.0,0.99
17,2017-01-28,20,Dan                                               ,Miller                                            ,USA,Mountain View,1973,Wild Side,Metal,0.99,1.0,0.99
17,2017-01-28,20,Dan                                               ,Miller                                            ,USA,Mountain View,2553,Where The River Goes,Rock,0.99,1.0,0.99
17,2017-01-28,20,Dan                                               ,Miller                                            ,USA,Mountain View,59,Put You Down,Rock,0.99,1.0,0.99
17,2017-01-28,20,Dan                                               ,Miller                                            ,USA,Mountain View,2270,We Are The Champions,Rock,0.99,1.0,0.99
17,2017-01-28,20,Dan                                               ,Miller                                            ,USA,Mountain View,55,I Can't Remember,Rock,0.99,1.0,0.99
17,2017-01-28,20,Dan                                               ,Miller                                            ,USA,Mountain View,2564,Lost in Hollywood,Metal,0.99,1.0,0.99
17,2017-01-28,20,Dan                                               ,Miller                                            ,USA,Mountain View,2171,Unemployable,Alternative & Punk,0.99,1.0,0.99
17,2017-01-28,20,Dan                                               ,Miller                                            ,USA,Mountain View,2522,Bleed Together,Rock,0.99,1.0,0.99
17,2017-01-28,20,Dan                                               ,Miller                                            ,USA,Mountain View,1419,I Got You (I Feel Good),R&B/Soul,0.99,1.0,0.99
18,2017-02-02,24,Frank                                             ,Ralston                                           ,USA,Chicago,1027,See You,Rock,0.99,1.0,0.99
18,2017-02-02,24,Frank                                             ,Ralston                                           ,USA,Chicago,3142,The Deeper The Love,Metal,0.99,1.0,0.99
18,2017-02-02,24,Frank                                             ,Ralston                                           ,USA,Chicago,1583,Going To California,Rock,0.99,1.0,0.99
18,2017-02-02,24,Frank                                             ,Ralston                                           ,USA,Chicago,1752,Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold,Rock,0.99,1.0,0.99
18,2017-02-02,24,Frank                                             ,Ralston                                           ,USA,Chicago,2736,Boris The Spider,Rock,0.99,1.0,0.99
19,2017-02-06,10,Eduardo                                           ,Martins                                           ,Brazil,São Paulo,105,The Worm,Alternative & Punk,0.99,1.0,0.99
19,2017-02-06,10,Eduardo                                           ,Martins                                           ,Brazil,São Paulo,2669,Get Off Of My Cloud,Rock,0.99,1.0,0.99
19,2017-02-06,10,Eduardo                                           ,Martins                                           ,Brazil,São Paulo,1784,I Wish It Would Rain,R&B/Soul,0.99,1.0,0.99
19,2017-02-06,10,Eduardo                                           ,Martins                                           ,Brazil,São Paulo,3460,Love Is a Losing Game,R&B/Soul,0.99,1.0,0.99
19,2017-02-06,10,Eduardo                                           ,Martins                                           ,Brazil,São Paulo,2640,Soul Kitchen,Rock,0.99,1.0,0.99
19,2017-02-06,10,Eduardo                                           ,Martins                                           ,Brazil,São Paulo,1310,Wasting Love,Rock,0.99,1.0,0.99
19,2017-02-06,10,Eduardo                                           ,Martins                                           ,Brazil,São Paulo,2510,Get On The Snake,Rock,0.99,1.0,0.99
20,2017-02-06,43,Isabelle                                          ,Mercier                                           ,France,Dijon,905,Wonderful Tonight,Blues,0.99,1.0,0.99
20,2017-02-06,43,Isabelle                                          ,Mercier                                           ,France,Dijon,102,Doesn't Remind Me,Alternative & Punk,0.99,1.0,0.99
20,2017-02-06,43,Isabelle                                          ,Mercier                                           ,France,Dijon,3336,War Pigs,Alternative,0.99,1.0,0.99
20,2017-02-06,43,Isabelle                                          ,Mercier                                           ,France,Dijon,1132,Serenity,Metal,0.99,1.0,0.99
20,2017-02-06,43,Isabelle                                          ,Mercier                                           ,France,Dijon,337,You Shook Me,Rock,0.99,1.0,0.99
20,2017-02-06,43,Isabelle                                          ,Mercier                                           ,France,Dijon,60,Confusion,Rock,0.99,1.0,0.99
20,2017-02-06,43,Isabelle                                          ,Mercier                                           ,France,Dijon,3357,OAM's Blues,Jazz,0.99,1.0,0.99
20,2017-02-06,43,Isabelle                                          ,Mercier                                           ,France,Dijon,3225,Your Time Is Gonna Come,Rock,0.99,1.0,0.99
20,2017-02-06,43,Isabelle                                          ,Mercier                                           ,France,Dijon,3297,Tease Me Please Me,Rock,0.99,1.0,0.99
20,2017-02-06,43,Isabelle                                          ,Mercier                                           ,France,Dijon,3297,Tease Me Please Me,Rock,0.99,1.0,0.99
21,2017-02-07,9,Kara                                              ,Nielsen                                           ,Denmark,Copenhagen,1461,Mr. Moon,Electronica/Dance,0.99,1.0,0.99
21,2017-02-07,9,Kara                                              ,Nielsen                                           ,Denmark,Copenhagen,2556,Revenga,Metal,0.99,1.0,0.99
21,2017-02-07,9,Kara                                              ,Nielsen                                           ,Denmark,Copenhagen,1434,When You Gonna Learn (Digeridoo),Rock,0.99,1.0,0.99
21,2017-02-07,9,Kara                                              ,Nielsen                                           ,Denmark,Copenhagen,3135,Love Ain't No Stranger,Metal,0.99,1.0,0.99
21,2017-02-07,9,Kara                                              ,Nielsen                                           ,Denmark,Copenhagen,1473,Get Me Outta Here,Alternative & Punk,0.99,1.0,0.99
21,2017-02-07,9,Kara                                              ,Nielsen                                           ,Denmark,Copenhagen,1502,Circles,Rock,0.99,1.0,0.99
21,2017-02-07,9,Kara                                              ,Nielsen                                           ,Denmark,Copenhagen,13,Night Of The Long Knives,Rock,0.99,1.0,0.99
21,2017-02-07,9,Kara                                              ,Nielsen                                           ,Denmark,Copenhagen,2971,Crumbs From Your Table,Rock,0.99,1.0,0.99
21,2017-02-07,9,Kara                                              ,Nielsen                                           ,Denmark,Copenhagen,2561,Question!,Metal,0.99,1.0,0.99
22,2017-02-08,35,Madalena                                          ,Sampaio                                           ,Portugal,Porto,1000,What If I Do?,Rock,0.99,1.0,0.99
22,2017-02-08,35,Madalena                                          ,Sampaio                                           ,Portugal,Porto,383,Ando Meio Desligado,Latin,0.99,1.0,0.99
23,2017-02-09,53,Phil                                              ,Hughes                                            ,United Kingdom,London,1,For Those About To Rock (We Salute You),Rock,0.99,1.0,0.99
23,2017-02-09,53,Phil                                              ,Hughes                                            ,United Kingdom,London,6,Put The Finger On You,Rock,0.99,1.0,0.99
23,2017-02-09,53,Phil                                              ,Hughes                                            ,United Kingdom,London,7,Let's Get It Up,Rock,0.99,1.0,0.99
23,2017-02-09,53,Phil                                              ,Hughes                                            ,United Kingdom,London,8,Inject The Venom,Rock,0.99,1.0,0.99
23,2017-02-09,53,Phil                                              ,Hughes                                            ,United Kingdom,London,9,Snowballed,Rock,0.99,1.0,0.99
23,2017-02-09,53,Phil                                              ,Hughes                                            ,United Kingdom,London,10,Evil Walks,Rock,0.99,1.0,0.99
23,2017-02-09,53,Phil                                              ,Hughes                                            ,United Kingdom,London,11,C.O.D.,Rock,0.99,1.0,0.99
23,2017-02-09,53,Phil                                              ,Hughes                                            ,United Kingdom,London,12,Breaking The Rules,Rock,0.99,1.0,0.99
23,2017-02-09,53,Phil                                              ,Hughes                                            ,United Kingdom,London,13,Night Of The Long Knives,Rock,0.99,1.0,0.99
23,2017-02-09,53,Phil                                              ,Hughes                                            ,United Kingdom,London,14,Spellbound,Rock,0.99,1.0,0.99
24,2017-02-10,4,Bjørn                                             ,Hansen                                            ,Norway,Oslo,1146,Welcome to the Jungle,Rock,0.99,1.0,0.99
24,2017-02-10,4,Bjørn                                             ,Hansen                                            ,Norway,Oslo,1147,It's So Easy,Rock,0.99,1.0,0.99
24,2017-02-10,4,Bjørn                                             ,Hansen                                            ,Norway,Oslo,1148,Nightrain,Rock,0.99,1.0,0.99
24,2017-02-10,4,Bjørn                                             ,Hansen                                            ,Norway,Oslo,1149,Out Ta Get Me,Rock,0.99,1.0,0.99
24,2017-02-10,4,Bjørn                                             ,Hansen                                            ,Norway,Oslo,1150,Mr. Brownstone,Rock,0.99,1.0,0.99
24,2017-02-10,4,Bjørn                                             ,Hansen                                            ,Norway,Oslo,1151,Paradise City,Rock,0.99,1.0,0.99
24,2017-02-10,4,Bjørn                                             ,Hansen                                            ,Norway,Oslo,1152,My Michelle,Rock,0.99,1.0,0.99
24,2017-02-10,4,Bjørn                                             ,Hansen                                            ,Norway,Oslo,1153,Think About You,Rock,0.99,1.0,0.99
24,2017-02-10,4,Bjørn                                             ,Hansen                                            ,Norway,Oslo,1154,Sweet Child O' Mine,Rock,0.99,1.0,0.99
24,2017-02-10,4,Bjørn                                             ,Hansen                                            ,Norway,Oslo,1155,You're Crazy,Rock,0.99,1.0,0.99
24,2017-02-10,4,Bjørn                                             ,Hansen                                            ,Norway,Oslo,1156,Anything Goes,Rock,0.99,1.0,0.99
24,2017-02-10,4,Bjørn                                             ,Hansen                                            ,Norway,Oslo,1157,Rocket Queen,Rock,0.99,1.0,0.99
25,2017-02-11,39,Camille                                           ,Bernard                                           ,France,Paris,46,Mary Jane,Rock,0.99,1.0,0.99
25,2017-02-11,39,Camille                                           ,Bernard                                           ,France,Paris,948,Easy,Alternative & Punk,0.99,1.0,0.99
25,2017-02-11,39,Camille                                           ,Bernard                                           ,France,Paris,2185,You Are,Rock,0.99,1.0,0.99
25,2017-02-11,39,Camille                                           ,Bernard                                           ,France,Paris,3049,Reggae Music,Reggae,0.99,1.0,0.99
25,2017-02-11,39,Camille                                           ,Bernard                                           ,France,Paris,1167,November Rain,Rock,0.99,1.0,0.99
25,2017-02-11,39,Camille                                           ,Bernard                                           ,France,Paris,32,Deuces Are Wild,Rock,0.99,1.0,0.99
25,2017-02-11,39,Camille                                           ,Bernard                                           ,France,Paris,1800,No Sign of Yesterday,Rock,0.99,1.0,0.99
25,2017-02-11,39,Camille                                           ,Bernard                                           ,France,Paris,1477,Lazy Gun,Alternative & Punk,0.99,1.0,0.99
26,2017-02-15,55,Mark                                              ,Taylor                                            ,Australia,Sidney,2670,Mother's Little Helper,Rock,0.99,1.0,0.99
26,2017-02-15,55,Mark                                              ,Taylor                                            ,Australia,Sidney,85,Cochise,Rock,0.99,1.0,0.99
27,2017-02-15,35,Madalena                                          ,Sampaio                                           ,Portugal,Porto,3439,"Das Lied Von Der Erde, Von Der Jugend",Classical,0.99,1.0,0.99
27,2017-02-15,35,Madalena                                          ,Sampaio                                           ,Portugal,Porto,3014,Desire,Rock,0.99,1.0,0.99
27,2017-02-15,35,Madalena                                          ,Sampaio                                           ,Portugal,Porto,1280,Another Life,Heavy Metal,0.99,1.0,0.99
27,2017-02-15,35,Madalena                                          ,Sampaio                                           ,Portugal,Porto,1496,Surfing with the Alien,Rock,0.99,1.0,0.99
27,2017-02-15,35,Madalena                                          ,Sampaio                                           ,Portugal,Porto,2229,Speak To Me/Breathe,Rock,0.99,1.0,0.99
27,2017-02-15,35,Madalena                                          ,Sampaio                                           ,Portugal,Porto,1445,Planet Home,R&B/Soul,0.99,1.0,0.99
27,2017-02-15,35,Madalena                                          ,Sampaio                                           ,Portugal,Porto,2230,On The Run,Rock,0.99,1.0,0.99
27,2017-02-15,35,Madalena                                          ,Sampaio                                           ,Portugal,Porto,3105,Do It For The Kids,Rock,0.99,1.0,0.99
28,2017-02-17,12,Roberto                                           ,Almeida                                           ,Brazil,Rio de Janeiro,36,Angel,Rock,0.99,1.0,0.99
28,2017-02-17,12,Roberto                                           ,Almeida                                           ,Brazil,Rio de Janeiro,3456,You Know I'm No Good,R&B/Soul,0.99,1.0,0.99
28,2017-02-17,12,Roberto                                           ,Almeida                                           ,Brazil,Rio de Janeiro,932,Paths Of Glory,Alternative & Punk,0.99,1.0,0.99
29,2017-02-17,45,Ladislav                                          ,Kovács                                            ,Hungary,Budapest,1025,Up In Arms,Rock,0.99,1.0,0.99
29,2017-02-17,45,Ladislav                                          ,Kovács                                            ,Hungary,Budapest,2462,Eu Disse A Ela,Rock,0.99,1.0,0.99
29,2017-02-17,45,Ladislav                                          ,Kovács                                            ,Hungary,Budapest,3341,Confirmed Dead,Drama,0.99,1.0,0.99
29,2017-02-17,45,Ladislav                                          ,Kovács                                            ,Hungary,Budapest,1626,How Many More Times,Rock,0.99,1.0,0.99
29,2017-02-17,45,Ladislav                                          ,Kovács                                            ,Hungary,Budapest,2395,Get On Top,Rock,0.99,1.0,0.99
